measure,country,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Afghanistan,Females,75 to 79,Anxiety disorders,Rate,2019,431.52,673.84,265.23
YLDs (Years Lived with Disability),Afghanistan,Males,80 to 84,Anxiety disorders,Rate,2019,202.72,318.55,110.27
YLDs (Years Lived with Disability),Afghanistan,Females,80 to 84,Anxiety disorders,Rate,2019,400.37,606.57,250.42
YLDs (Years Lived with Disability),Afghanistan,Males,85 to 89,Anxiety disorders,Rate,2019,166.7,265.01,88.86
YLDs (Years Lived with Disability),Afghanistan,Females,85 to 89,Anxiety disorders,Rate,2019,363.28,547.74,220.23
YLDs (Years Lived with Disability),Afghanistan,Males,90 to 94,Anxiety disorders,Rate,2019,133.45,216.17,69.3
YLDs (Years Lived with Disability),Afghanistan,Females,90 to 94,Anxiety disorders,Rate,2019,320.02,499.92,182.98
YLDs (Years Lived with Disability),Afghanistan,Males,95 plus,Anxiety disorders,Rate,2019,97.84,166.48,47.41
YLDs (Years Lived with Disability),Afghanistan,Females,95 plus,Anxiety disorders,Rate,2019,269.69,428.24,145.35
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,10 to 14,Major depressive disorder,Rate,2019,239.23,435.56,114.5
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,10 to 14,Major depressive disorder,Rate,2019,384.77,717.37,185.45
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,15 to 19,Major depressive disorder,Rate,2019,615.58,1023.88,337.22
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,15 to 19,Major depressive disorder,Rate,2019,917.89,1516.33,508.93
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,20 to 24,Major depressive disorder,Rate,2019,862.62,1415.51,479.89
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,20 to 24,Major depressive disorder,Rate,2019,1160.83,1886.14,630.01
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,25 to 29,Major depressive disorder,Rate,2019,929.54,1542.83,543.6
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,25 to 29,Major depressive disorder,Rate,2019,1187.32,1892.17,677.08
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,30 to 34,Major depressive disorder,Rate,2019,1003.22,1653.38,572.92
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,30 to 34,Major depressive disorder,Rate,2019,1265.97,2015.95,736.72
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,35 to 39,Major depressive disorder,Rate,2019,1077.27,1617.38,657.53
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,35 to 39,Major depressive disorder,Rate,2019,1425.78,2129.85,879.02
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,40 to 44,Major depressive disorder,Rate,2019,1106.49,1727.35,651.47
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,40 to 44,Major depressive disorder,Rate,2019,1499.85,2365.09,891.96
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,45 to 49,Major depressive disorder,Rate,2019,1042.98,1574.69,660.21
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,45 to 49,Major depressive disorder,Rate,2019,1413.88,2138.01,887.2
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,50 to 54,Major depressive disorder,Rate,2019,974.98,1437.13,625.85
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,50 to 54,Major depressive disorder,Rate,2019,1318.78,1908.36,845.77
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,55 to 59,Major depressive disorder,Rate,2019,906.49,1389.45,558.27
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,55 to 59,Major depressive disorder,Rate,2019,1225.27,1836.43,745.95
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,60 to 64,Major depressive disorder,Rate,2019,848.49,1295.84,505.69
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,60 to 64,Major depressive disorder,Rate,2019,1126.5,1720.12,656.19
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,65 to 69,Major depressive disorder,Rate,2019,808.6,1177.48,518.95
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,65 to 69,Major depressive disorder,Rate,2019,1013.57,1484.17,630.59
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,70 to 74,Major depressive disorder,Rate,2019,763.02,1093.42,496.75
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,70 to 74,Major depressive disorder,Rate,2019,906.66,1314.27,578.62
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,75 to 79,Major depressive disorder,Rate,2019,726.39,1125.97,436.66
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,75 to 79,Major depressive disorder,Rate,2019,804.86,1245.79,475.18
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,80 to 84,Major depressive disorder,Rate,2019,704.06,1106.47,408.17
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,80 to 84,Major depressive disorder,Rate,2019,760.27,1186.33,414.73
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,85 to 89,Major depressive disorder,Rate,2019,715.17,1044.1,444.55
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,85 to 89,Major depressive disorder,Rate,2019,817.02,1221.44,504.08
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,90 to 94,Major depressive disorder,Rate,2019,724.26,1074.88,428.88
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,90 to 94,Major depressive disorder,Rate,2019,872.96,1349.68,512.45
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,95 plus,Major depressive disorder,Rate,2019,727.86,1184.82,382.53
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,95 plus,Major depressive disorder,Rate,2019,918.92,1522.1,489.66
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,10 to 14,Bipolar disorder,Rate,2019,49.58,98,17.81
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,10 to 14,Bipolar disorder,Rate,2019,72.71,134.14,28.53
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,15 to 19,Bipolar disorder,Rate,2019,174.54,311.39,79.92
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,15 to 19,Bipolar disorder,Rate,2019,246.86,429.55,112.8
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,20 to 24,Bipolar disorder,Rate,2019,211.6,356.27,103.81
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,20 to 24,Bipolar disorder,Rate,2019,270.61,467.37,133.11
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,25 to 29,Bipolar disorder,Rate,2019,212.29,364.14,108.21
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,25 to 29,Bipolar disorder,Rate,2019,248.2,425.31,129.21
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,30 to 34,Bipolar disorder,Rate,2019,205,344.54,108.51
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,30 to 34,Bipolar disorder,Rate,2019,223.49,375.08,114.02
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,35 to 39,Bipolar disorder,Rate,2019,201.73,337.64,104.87
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,35 to 39,Bipolar disorder,Rate,2019,211.95,358.19,111.62
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,40 to 44,Bipolar disorder,Rate,2019,206.85,348.04,108.23
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,40 to 44,Bipolar disorder,Rate,2019,212.62,356.4,112.72
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,45 to 49,Bipolar disorder,Rate,2019,208.47,356.4,110.58
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,45 to 49,Bipolar disorder,Rate,2019,209.62,347.85,112.54
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,50 to 54,Bipolar disorder,Rate,2019,201.1,349.17,103.32
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,50 to 54,Bipolar disorder,Rate,2019,201.19,345.53,103.96
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,55 to 59,Bipolar disorder,Rate,2019,190.64,318.94,102.55
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,55 to 59,Bipolar disorder,Rate,2019,188.61,314.43,105.74
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,60 to 64,Bipolar disorder,Rate,2019,171.42,282.87,95.97
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,60 to 64,Bipolar disorder,Rate,2019,172.6,284.37,91.57
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,65 to 69,Bipolar disorder,Rate,2019,149.7,248.47,79.2
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,65 to 69,Bipolar disorder,Rate,2019,150.62,249.94,80.38
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,70 to 74,Bipolar disorder,Rate,2019,124.51,212.19,63.69
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,70 to 74,Bipolar disorder,Rate,2019,125.67,208.21,63.56
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,75 to 79,Bipolar disorder,Rate,2019,98.57,168.93,48.59
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,75 to 79,Bipolar disorder,Rate,2019,98.35,162.8,51.3
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,80 to 84,Bipolar disorder,Rate,2019,75.09,122.75,38.09
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,80 to 84,Bipolar disorder,Rate,2019,74.64,124.67,35.68
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,85 to 89,Bipolar disorder,Rate,2019,58.74,102.15,28.01
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,85 to 89,Bipolar disorder,Rate,2019,58.12,101.14,29.46
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,90 to 94,Bipolar disorder,Rate,2019,47.94,82.59,21.31
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,90 to 94,Bipolar disorder,Rate,2019,46.97,81.21,22.13
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,95 plus,Bipolar disorder,Rate,2019,40.65,72.72,18.76
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,95 plus,Bipolar disorder,Rate,2019,39.84,71.18,16.96
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,10 to 14,Anxiety disorders,Rate,2019,486.65,794.76,276.68
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,10 to 14,Anxiety disorders,Rate,2019,663.76,1084.63,365.77
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,15 to 19,Anxiety disorders,Rate,2019,538.05,844.6,326.19
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,15 to 19,Anxiety disorders,Rate,2019,848.5,1333.03,523.76
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,20 to 24,Anxiety disorders,Rate,2019,454.32,709.7,256.05
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,20 to 24,Anxiety disorders,Rate,2019,865.87,1369.17,516.49
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,25 to 29,Anxiety disorders,Rate,2019,406.09,668.75,226.42
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,25 to 29,Anxiety disorders,Rate,2019,825.09,1364.94,468.33
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,30 to 34,Anxiety disorders,Rate,2019,390.51,626.42,227.13
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,30 to 34,Anxiety disorders,Rate,2019,772.82,1239.43,441.83
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,35 to 39,Anxiety disorders,Rate,2019,389.6,610.37,231.95
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,35 to 39,Anxiety disorders,Rate,2019,704.04,1081.17,424.94
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,40 to 44,Anxiety disorders,Rate,2019,390.61,629.81,217.32
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,40 to 44,Anxiety disorders,Rate,2019,648.53,1027.61,377.27
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,45 to 49,Anxiety disorders,Rate,2019,381.63,597.78,218.87
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,45 to 49,Anxiety disorders,Rate,2019,608.4,960.64,339.78
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,50 to 54,Anxiety disorders,Rate,2019,361.97,553.31,215.99
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,50 to 54,Anxiety disorders,Rate,2019,572.49,892.5,340.6
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,55 to 59,Anxiety disorders,Rate,2019,338.78,505.75,211.13
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,55 to 59,Anxiety disorders,Rate,2019,541.46,822.01,340.87
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,60 to 64,Anxiety disorders,Rate,2019,316.3,504.44,183.48
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,60 to 64,Anxiety disorders,Rate,2019,512.67,784.78,307.79
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,65 to 69,Anxiety disorders,Rate,2019,292.83,462.55,172.04
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,65 to 69,Anxiety disorders,Rate,2019,485.03,765.99,287.14
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,70 to 74,Anxiety disorders,Rate,2019,262.93,418.96,156.81
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,70 to 74,Anxiety disorders,Rate,2019,456.63,712.7,275.28
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,75 to 79,Anxiety disorders,Rate,2019,233.03,361.79,140.98
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,75 to 79,Anxiety disorders,Rate,2019,431.52,673.84,265.23
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,80 to 84,Anxiety disorders,Rate,2019,202.72,318.55,110.27
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,80 to 84,Anxiety disorders,Rate,2019,400.37,606.57,250.42
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,85 to 89,Anxiety disorders,Rate,2019,166.7,265.01,88.86
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,85 to 89,Anxiety disorders,Rate,2019,363.28,547.74,220.23
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,90 to 94,Anxiety disorders,Rate,2019,133.45,216.17,69.3
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,90 to 94,Anxiety disorders,Rate,2019,320.02,499.92,182.98
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,95 plus,Anxiety disorders,Rate,2019,97.84,166.48,47.41
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,95 plus,Anxiety disorders,Rate,2019,269.69,428.24,145.35
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,10 to 14,All causes,Rate,2019,11814.57,13995.35,10043.4
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,10 to 14,All causes,Rate,2019,12248.2,14714.63,10142.97
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,15 to 19,All causes,Rate,2019,17651.4,21327.02,14796.67
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,15 to 19,All causes,Rate,2019,17539.24,21296.66,14672.04
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,20 to 24,All causes,Rate,2019,23142.31,29452.31,19304.82
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,20 to 24,All causes,Rate,2019,23277.98,28111.49,19390.76
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,25 to 29,All causes,Rate,2019,25355.39,33302.84,21041.05
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,25 to 29,All causes,Rate,2019,28383.45,34520.27,23476.93
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,30 to 34,All causes,Rate,2019,28269,37214.96,23360.74
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,30 to 34,All causes,Rate,2019,33185.7,39890.54,27684.09
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,35 to 39,All causes,Rate,2019,34560.16,44676.51,27959.39
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,35 to 39,All causes,Rate,2019,42431.85,51889.04,34845.74
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,40 to 44,All causes,Rate,2019,43604.52,55000.18,35360.29
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,40 to 44,All causes,Rate,2019,51782.7,62550.24,42280.19
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,45 to 49,All causes,Rate,2019,53429.93,65550.44,43100.66
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,45 to 49,All causes,Rate,2019,62493.41,75575.75,50491.61
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,50 to 54,All causes,Rate,2019,68213.06,81659.7,55082.35
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,50 to 54,All causes,Rate,2019,76052.17,91908.47,61634.77
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,55 to 59,All causes,Rate,2019,84601.32,98738.89,68252.01
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,55 to 59,All causes,Rate,2019,93279.08,112258.67,75107.79
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,60 to 64,All causes,Rate,2019,105952.15,120910,87749.18
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,60 to 64,All causes,Rate,2019,111257.93,132170.88,92401.16
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,65 to 69,All causes,Rate,2019,126757.6,140892.52,106323.06
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,65 to 69,All causes,Rate,2019,130677.04,151721.58,110420.84
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,70 to 74,All causes,Rate,2019,149124.25,163320.24,128588.71
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,70 to 74,All causes,Rate,2019,157833.56,181083.13,135628.61
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,75 to 79,All causes,Rate,2019,169370.72,184130.3,146975.79
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,75 to 79,All causes,Rate,2019,184905.97,210320.65,159636.14
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,80 to 84,All causes,Rate,2019,192993.38,207614.95,172652.53
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,80 to 84,All causes,Rate,2019,210145.37,234316.5,187419.83
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,85 to 89,All causes,Rate,2019,221497.41,237495.87,196944.4
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,85 to 89,All causes,Rate,2019,234929.35,257480.8,202525.49
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,90 to 94,All causes,Rate,2019,247460.25,263994.97,222957.55
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,90 to 94,All causes,Rate,2019,249387.23,271027.89,217856.12
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,95 plus,All causes,Rate,2019,281226.92,296680.93,260834.37
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,95 plus,All causes,Rate,2019,256754.81,270837.37,238822.45
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,10 to 14,Self-harm,Rate,2019,61.55,117.68,17.34
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,10 to 14,Self-harm,Rate,2019,12.2,20.42,6.86
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,15 to 19,Self-harm,Rate,2019,251.65,427.02,140.63
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,15 to 19,Self-harm,Rate,2019,197.99,331.71,105.17
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,20 to 24,Self-harm,Rate,2019,481.13,829.81,264.84
DALYs (Disability-Adjusted Life Years),Afghanistan,Females,20 to 24,Self-harm,Rate,2019,432.55,721.5,238.23
DALYs (Disability-Adjusted Life Years),Afghanistan,Males,25 to 29,Self-harm,Rate,2019,488.6,845.16,286.29
