measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Croatia,Female,45 to 49,Self-harm,Rate,2019,8.132404887701323,11.563429366893152,5.538916382304061
Deaths,Croatia,Male,50 to 54,Self-harm,Number,2019,49.22937132295832,68.39969900195534,33.9321432765747
Deaths,Croatia,Female,50 to 54,Self-harm,Number,2019,13.132802528348842,18.669658620165816,8.91135696167586
Deaths,Croatia,Male,50 to 54,Self-harm,Percent,2019,0.05481550077413034,0.0683958705521779,0.04340559015089746
Deaths,Croatia,Female,50 to 54,Self-harm,Percent,2019,0.035189473568541234,0.044499711288486093,0.02746920296962928
Deaths,Croatia,Male,50 to 54,Self-harm,Rate,2019,32.68551729084943,45.41353026327775,22.529023344745273
Deaths,Croatia,Female,50 to 54,Self-harm,Rate,2019,8.561784688996845,12.171476497715275,5.809660156540443
Deaths,Croatia,Male,55 to 59,Self-harm,Number,2019,53.26278511890544,75.01508202812977,37.44860759327991
Deaths,Croatia,Female,55 to 59,Self-harm,Number,2019,16.391532512813946,23.019277000018036,11.398443259674167
Deaths,Croatia,Male,55 to 59,Self-harm,Percent,2019,0.035959191535359515,0.045646686743031,0.02885532657605668
Deaths,Croatia,Female,55 to 59,Self-harm,Percent,2019,0.026384752598920515,0.03357171093607499,0.020363496578406193
Deaths,Croatia,Male,55 to 59,Self-harm,Rate,2019,36.15269471534028,50.917302832640765,25.418649715969686
Deaths,Croatia,Female,55 to 59,Self-harm,Rate,2019,10.58603906946246,14.866393089387577,7.361384030665416
Deaths,Croatia,Male,60 to 64,Self-harm,Number,2019,52.63870211651714,71.89122152430768,37.09297958116299
Deaths,Croatia,Female,60 to 64,Self-harm,Number,2019,18.239725266091575,25.574605817334447,12.594188622844207
Deaths,Croatia,Male,60 to 64,Self-harm,Percent,2019,0.022606334205616703,0.027518341329549455,0.018161448929519465
Deaths,Croatia,Female,60 to 64,Self-harm,Percent,2019,0.018142655080431683,0.023427939768167778,0.014006069899337933
Deaths,Croatia,Male,60 to 64,Self-harm,Rate,2019,36.013836386704796,49.185838280848344,25.377914804480188
Deaths,Croatia,Female,60 to 64,Self-harm,Rate,2019,11.460527801771997,16.069237705778573,7.91327976420748
Deaths,Croatia,Male,65 to 69,Self-harm,Number,2019,50.09494292610776,68.49297588749928,35.415954396051355
Deaths,Croatia,Female,65 to 69,Self-harm,Number,2019,17.802361919067607,24.38795997218249,12.518539127949598
Deaths,Croatia,Male,65 to 69,Self-harm,Percent,2019,0.016521056516804418,0.02054207897648182,0.013092762714786328
Deaths,Croatia,Female,65 to 69,Self-harm,Percent,2019,0.011602897902965021,0.01504314783766394,0.008989268392780332
Deaths,Croatia,Male,65 to 69,Self-harm,Rate,2019,39.57770177170772,54.113138268881926,27.980510589958467
Deaths,Croatia,Female,65 to 69,Self-harm,Rate,2019,12.181888721257506,16.688314498392653,8.56624819238463
Deaths,Croatia,Male,70 to 74,Self-harm,Number,2019,38.04238807609034,52.035560082609194,26.739740448829153
Deaths,Croatia,Female,70 to 74,Self-harm,Number,2019,16.198657178409647,22.594813766682655,11.264463466818173
Deaths,Croatia,Male,70 to 74,Self-harm,Percent,2019,0.012295955558211903,0.015539758410561216,0.00973901931972556
Deaths,Croatia,Female,70 to 74,Self-harm,Percent,2019,0.0076744751897705995,0.009783822589745084,0.005770751028847538
Deaths,Croatia,Male,70 to 74,Self-harm,Rate,2019,44.14790943521322,60.38688184723766,31.031270626198296
Deaths,Croatia,Female,70 to 74,Self-harm,Rate,2019,14.209746223690713,19.82056698033257,9.881384947319207
Deaths,Croatia,Male,75 to 79,Self-harm,Number,2019,39.696410512961926,53.7950432885861,28.837923795502704
Deaths,Croatia,Female,75 to 79,Self-harm,Number,2019,16.469209197055665,22.784016089865,11.709379380731203
Deaths,Croatia,Male,75 to 79,Self-harm,Percent,2019,0.010187191914220078,0.013051291652081933,0.00811726771683723
Deaths,Croatia,Female,75 to 79,Self-harm,Percent,2019,0.00455543588786355,0.005905334791083779,0.0035039576329229487
Deaths,Croatia,Male,75 to 79,Self-harm,Rate,2019,59.561486195932005,80.71542708367703,43.26914141278147
Deaths,Croatia,Female,75 to 79,Self-harm,Rate,2019,16.10914639245919,22.285894010344997,11.453379719213538
Deaths,Croatia,Male,80 to 84,Self-harm,Number,2019,33.88817936293229,44.84503424294574,25.34982025488088
Deaths,Croatia,Female,80 to 84,Self-harm,Number,2019,16.273418521116533,21.43183066829427,11.856308719136129
Deaths,Croatia,Male,80 to 84,Self-harm,Percent,2019,0.007558079962786115,0.009536725512866329,0.006024098236008597
Deaths,Croatia,Female,80 to 84,Self-harm,Percent,2019,0.0027417569039954134,0.0035137339211693173,0.0021148347932166494
Deaths,Croatia,Male,80 to 84,Self-harm,Rate,2019,74.62758531867219,98.75645968590688,55.82465359450431
Deaths,Croatia,Female,80 to 84,Self-harm,Rate,2019,19.87847285192849,26.179629286495192,14.482839649923767
Deaths,Croatia,Male,85 to 89,Self-harm,Number,2019,23.58905170248881,31.77014654985397,17.510056487922853
Deaths,Croatia,Female,85 to 89,Self-harm,Number,2019,10.789300048344458,14.502897270807555,7.69237085227401
Deaths,Croatia,Male,85 to 89,Self-harm,Percent,2019,0.006722772020948502,0.008745222012920039,0.005165867735814435
Deaths,Croatia,Female,85 to 89,Self-harm,Percent,2019,0.001724242616903469,0.0022011845730069315,0.0013152510101694596
Deaths,Croatia,Male,85 to 89,Self-harm,Rate,2019,107.91487934251442,145.34164301567765,80.10477305348569
Deaths,Croatia,Female,85 to 89,Self-harm,Rate,2019,22.488963403822435,30.22949816124856,16.0337969850014
Deaths,Russian Federation,Male,10 to 14,Self-harm,Number,2019,105.78829961378322,127.79753106718245,89.7584994676461
Deaths,Russian Federation,Female,10 to 14,Self-harm,Number,2019,52.8170993846965,62.25381757725294,45.80171023773164
Deaths,Russian Federation,Male,10 to 14,Self-harm,Percent,2019,0.09196249053329142,0.10840385557384902,0.08248541809825764
Deaths,Russian Federation,Female,10 to 14,Self-harm,Percent,2019,0.06935314658785632,0.07900808744617503,0.06436956163296406
Deaths,Russian Federation,Male,10 to 14,Self-harm,Rate,2019,2.4812526828905317,2.997476734051949,2.1052755212950545
Deaths,Russian Federation,Female,10 to 14,Self-harm,Rate,2019,1.302163869764555,1.5348187035712262,1.1292049911828435
Deaths,Russian Federation,Male,15 to 19,Self-harm,Number,2019,751.6101002084698,920.8912407533651,624.7575455267425
Deaths,Russian Federation,Female,15 to 19,Self-harm,Number,2019,254.08917231952228,294.387214921245,218.16132817730383
Deaths,Russian Federation,Male,15 to 19,Self-harm,Percent,2019,0.2414125399485155,0.2753659140192961,0.2199300988568381
Deaths,Russian Federation,Female,15 to 19,Self-harm,Percent,2019,0.18068503351302825,0.1969083809729275,0.17166452761990314
Deaths,Russian Federation,Male,15 to 19,Self-harm,Rate,2019,19.86687341434549,24.34138352232386,16.513853483600506
Deaths,Russian Federation,Female,15 to 19,Self-harm,Rate,2019,7.051376967256038,8.169711474914475,6.054322388523259
Deaths,Russian Federation,Male,20 to 24,Self-harm,Number,2019,1690.4330376601058,2083.0208179360293,1401.8791769276704
Deaths,Russian Federation,Female,20 to 24,Self-harm,Number,2019,262.30267761731903,328.0112729265892,204.55053314224463
Deaths,Russian Federation,Male,20 to 24,Self-harm,Percent,2019,0.24524667003581843,0.28272833497336364,0.22522212769403072
Deaths,Russian Federation,Female,20 to 24,Self-harm,Percent,2019,0.1360796151378741,0.15075181396933862,0.1281058381223524
Deaths,Russian Federation,Male,20 to 24,Self-harm,Rate,2019,46.70102599265455,57.54691679258981,38.729245360042526
Deaths,Russian Federation,Female,20 to 24,Self-harm,Rate,2019,7.542835174228738,9.432366415198421,5.882101434524933
Deaths,Russian Federation,Male,25 to 29,Self-harm,Number,2019,2915.85187909152,3517.617689139158,2478.504416680259
Deaths,Russian Federation,Female,25 to 29,Self-harm,Number,2019,381.8630746959619,510.79803407558484,281.4724449776764
Deaths,Russian Federation,Male,25 to 29,Self-harm,Percent,2019,0.20390463006634357,0.23314422560074385,0.18616438029995216
Deaths,Russian Federation,Female,25 to 29,Self-harm,Percent,2019,0.09706564284039958,0.10897802264160211,0.08956284016726065
Deaths,Russian Federation,Male,25 to 29,Self-harm,Rate,2019,63.01796621952064,76.02344765757637,53.56592655658248
Deaths,Russian Federation,Female,25 to 29,Self-harm,Rate,2019,8.481299063448475,11.3449850878247,6.2515915839111695
Deaths,Russian Federation,Male,30 to 34,Self-harm,Number,2019,4421.8068244543765,5433.4541112482975,3716.2233802626656
Deaths,Russian Federation,Female,30 to 34,Self-harm,Number,2019,617.6359212950035,814.8017724867374,456.3675924979397
Deaths,Russian Federation,Male,30 to 34,Self-harm,Percent,2019,0.1515257742305504,0.1769796904443992,0.1375631261337344
Deaths,Russian Federation,Female,30 to 34,Self-harm,Percent,2019,0.07061316251399491,0.07957780812508844,0.0647547652233293
Deaths,Russian Federation,Male,30 to 34,Self-harm,Rate,2019,70.21210299035937,86.27564586099513,59.008425530298965
Deaths,Russian Federation,Female,30 to 34,Self-harm,Rate,2019,9.899833447558896,13.06012419660046,7.314929395816522
Deaths,Russian Federation,Male,35 to 39,Self-harm,Number,2019,4081.6396959779654,5173.934983315782,3335.313535888419
Deaths,Russian Federation,Female,35 to 39,Self-harm,Number,2019,650.9814862317181,847.7414731383867,496.1514628690924
Deaths,Russian Federation,Male,35 to 39,Self-harm,Percent,2019,0.11179992744933125,0.13174183004490575,0.10229283531928443
Deaths,Russian Federation,Female,35 to 39,Self-harm,Percent,2019,0.05515879452925912,0.06156166651359734,0.05177156704155582
Deaths,Russian Federation,Male,35 to 39,Self-harm,Rate,2019,69.65626726595133,88.2971121555962,56.919647096857155
Deaths,Russian Federation,Female,35 to 39,Self-harm,Rate,2019,10.831793733301453,14.105717244517106,8.255550149948235
Deaths,Russian Federation,Male,40 to 44,Self-harm,Number,2019,3323.290986119837,4307.602293575843,2631.415162995799
Deaths,Russian Federation,Female,40 to 44,Self-harm,Number,2019,588.6560499900841,748.5870806503266,458.55974661403764
Deaths,Russian Federation,Male,40 to 44,Self-harm,Percent,2019,0.08728999916346844,0.10482215185365001,0.08002252508503918
Deaths,Russian Federation,Female,40 to 44,Self-harm,Percent,2019,0.04267320100934438,0.047604346899941655,0.04040171801516251
Deaths,Russian Federation,Male,40 to 44,Self-harm,Rate,2019,64.54368727797691,83.66060526017068,51.10633949548555
Deaths,Russian Federation,Female,40 to 44,Self-harm,Rate,2019,10.682759911352028,13.585142045957149,8.321809787176562
Deaths,Russian Federation,Male,45 to 49,Self-harm,Number,2019,2814.7288013087204,3691.4450056889395,2198.9554564621617
Deaths,Russian Federation,Female,45 to 49,Self-harm,Number,2019,572.0265871080027,730.5740196575614,454.15872514463
Deaths,Russian Federation,Male,45 to 49,Self-harm,Percent,2019,0.06433006060660308,0.07715998592727162,0.0597410019604903
Deaths,Russian Federation,Female,45 to 49,Self-harm,Percent,2019,0.03391971137728802,0.0378984124150724,0.03211325945823987
Deaths,Russian Federation,Male,45 to 49,Self-harm,Rate,2019,59.9913142101476,78.67707792054394,46.86711830333501
Deaths,Russian Federation,Female,45 to 49,Self-harm,Rate,2019,11.21289383864473,14.32074856014603,8.902442099215703
Deaths,Russian Federation,Male,50 to 54,Self-harm,Number,2019,2460.226402101243,3202.8236254047324,1920.0444921216492
Deaths,Russian Federation,Female,50 to 54,Self-harm,Number,2019,506.86444232965437,636.1780461281592,401.8111898731312
Deaths,Russian Federation,Male,50 to 54,Self-harm,Percent,2019,0.04615806601598213,0.05481539220680848,0.04318201293597898
Deaths,Russian Federation,Female,50 to 54,Self-harm,Percent,2019,0.02354285787737409,0.02603763348663527,0.022327182680964043
Deaths,Russian Federation,Male,50 to 54,Self-harm,Rate,2019,60.01026015361884,78.12381771959606,46.83405128094461
Deaths,Russian Federation,Female,50 to 54,Self-harm,Rate,2019,10.809056218731548,13.56671269761263,8.568759964087919
Deaths,Russian Federation,Male,55 to 59,Self-harm,Number,2019,2623.212033726861,3416.436215162954,2045.5449989969052
Deaths,Russian Federation,Female,55 to 59,Self-harm,Number,2019,566.9527390471294,705.905405712275,452.6528321574998
Deaths,Russian Federation,Male,55 to 59,Self-harm,Percent,2019,0.031332672034558015,0.03732957656272677,0.029347954755056114
Deaths,Russian Federation,Female,55 to 59,Self-harm,Percent,2019,0.014590036170684832,0.01619477671463425,0.013742905677790004
Deaths,Russian Federation,Male,55 to 59,Self-harm,Rate,2019,55.53649987938682,72.32999353916749,43.306605844085844
Deaths,Russian Federation,Female,55 to 59,Self-harm,Rate,2019,9.725634253208375,12.109259415271215,7.7649080532562795
Deaths,Russian Federation,Male,60 to 64,Self-harm,Number,2019,2038.5992723840154,2608.701798196038,1623.5088626277961
Deaths,Russian Federation,Female,60 to 64,Self-harm,Number,2019,571.9331600897259,704.50044610725,463.403738908767
Deaths,Russian Federation,Male,60 to 64,Self-harm,Percent,2019,0.01797449437798171,0.021099771525127438,0.016937598282473494
Deaths,Russian Federation,Female,60 to 64,Self-harm,Percent,2019,0.00967958144143578,0.010674066025606601,0.009136084801796885
Deaths,Russian Federation,Male,60 to 64,Self-harm,Rate,2019,47.89490504193687,61.28890881100708,38.14276001353044
Deaths,Russian Federation,Female,60 to 64,Self-harm,Rate,2019,9.783553548314826,12.051264588716368,7.927036951996216
Deaths,Russian Federation,Male,65 to 69,Self-harm,Number,2019,1574.7590919003885,1984.717135222008,1273.7635966814237
Deaths,Russian Federation,Female,65 to 69,Self-harm,Number,2019,548.5841947310851,668.0715586809501,456.42033291223765
Deaths,Russian Federation,Male,65 to 69,Self-harm,Percent,2019,0.013915354388697468,0.016379012757143544,0.013100398164130488
Deaths,Russian Federation,Female,65 to 69,Self-harm,Percent,2019,0.007032505930649502,0.007774315455601179,0.006592819293401375
Deaths,Russian Federation,Male,65 to 69,Self-harm,Rate,2019,49.23222481452386,62.04888144292007,39.822101091474835
Deaths,Russian Federation,Female,65 to 69,Self-harm,Rate,2019,11.012389158768244,13.411002469194193,9.162273310604556
Deaths,Russian Federation,Male,70 to 74,Self-harm,Number,2019,1092.7445516552382,1365.0360791027224,889.8015449757817
Deaths,Russian Federation,Female,70 to 74,Self-harm,Number,2019,455.5179718228571,541.6435896964065,379.74917572274137
Deaths,Russian Federation,Male,70 to 74,Self-harm,Percent,2019,0.011671661398915591,0.013713256327346523,0.011029992324501811
Deaths,Russian Federation,Female,70 to 74,Self-harm,Percent,2019,0.005351398055923057,0.005905437884682002,0.005004086744858557
Deaths,Russian Federation,Male,70 to 74,Self-harm,Rate,2019,59.389919226966576,74.18877756654628,48.36010557462329
Deaths,Russian Federation,Female,70 to 74,Self-harm,Rate,2019,14.121644549056425,16.79164976819431,11.772714160747052
Deaths,Russian Federation,Male,75 to 79,Self-harm,Number,2019,659.7720885892534,793.7959151251262,551.1952161342352
Deaths,Russian Federation,Female,75 to 79,Self-harm,Number,2019,393.31076171222435,464.2990686476975,326.98450090042917
Deaths,Russian Federation,Male,75 to 79,Self-harm,Percent,2019,0.00914762857488044,0.010460429523295787,0.008652264954964772
Deaths,Russian Federation,Female,75 to 79,Self-harm,Percent,2019,0.003816096447738382,0.0041418018219951105,0.0035185992695718647
Deaths,Russian Federation,Male,75 to 79,Self-harm,Rate,2019,68.45564286182787,82.36148605069776,57.19008656991537
Deaths,Russian Federation,Female,75 to 79,Self-harm,Rate,2019,17.45109310122175,20.60082525712819,14.508214682528894
Deaths,Russian Federation,Male,80 to 84,Self-harm,Number,2019,619.1517939087767,747.239341161814,515.4046257775844
Deaths,Russian Federation,Female,80 to 84,Self-harm,Number,2019,514.5378236039749,603.5183094725573,427.5009966425116
Deaths,Russian Federation,Male,80 to 84,Self-harm,Percent,2019,0.007165030812808295,0.008348955309852675,0.006543901185788565
Deaths,Russian Federation,Female,80 to 84,Self-harm,Percent,2019,0.0027803055558318877,0.0030502292970750796,0.0024781785941629165
Deaths,Russian Federation,Male,80 to 84,Self-harm,Rate,2019,73.55712080108722,88.7743119311104,61.231640920266244
Deaths,Russian Federation,Female,80 to 84,Self-harm,Rate,2019,22.03665802785221,25.847519830982275,18.30903936972347
Deaths,Russian Federation,Male,85 to 89,Self-harm,Number,2019,283.1620408104046,351.6065427815775,233.86268521247217
Deaths,Russian Federation,Female,85 to 89,Self-harm,Number,2019,312.1193530093207,364.5196140499464,250.62848218430852
Deaths,Russian Federation,Male,85 to 89,Self-harm,Percent,2019,0.0059030991921863556,0.007174687761427313,0.00512184901593371
Deaths,Russian Federation,Female,85 to 89,Self-harm,Percent,2019,0.0022606980890925144,0.0024694920711965315,0.001921560509565823
Deaths,Russian Federation,Male,85 to 89,Self-harm,Rate,2019,81.2876250900302,100.93606031031362,67.13520718982132
Deaths,Russian Federation,Female,85 to 89,Self-harm,Rate,2019,29.173249925794842,34.07101065987337,23.425805797652973
Deaths,Puerto Rico,Male,10 to 14,Self-harm,Number,2019,0.3396328152152584,0.5306016704745528,0.20620956545586164
Deaths,Puerto Rico,Female,10 to 14,Self-harm,Number,2019,0.12196488095955807,0.18651973444201128,0.0765858870201566
Deaths,Puerto Rico,Male,10 to 14,Self-harm,Percent,2019,0.02536311728997852,0.03916651412411587,0.01568093147034795
Deaths,Puerto Rico,Female,10 to 14,Self-harm,Percent,2019,0.015563340631928147,0.023274320273970656,0.010253166233675667
Deaths,Puerto Rico,Male,10 to 14,Self-harm,Rate,2019,0.312724583656921,0.4885634692915459,0.18987211368956597
Deaths,Puerto Rico,Female,10 to 14,Self-harm,Rate,2019,0.11776812641210706,0.18010167755915799,0.07395060244402529
Deaths,Puerto Rico,Male,15 to 19,Self-harm,Number,2019,4.497772055350304,6.683320026167648,2.8975729230293235
Deaths,Puerto Rico,Female,15 to 19,Self-harm,Number,2019,0.9841344279778325,1.4506864293742625,0.6531960664311414
Deaths,Puerto Rico,Male,15 to 19,Self-harm,Percent,2019,0.05113302100010683,0.07099995571513923,0.03618545358487303
Deaths,Puerto Rico,Female,15 to 19,Self-harm,Percent,2019,0.04695661904852633,0.06445066815617237,0.03334997149530181
Deaths,Puerto Rico,Male,15 to 19,Self-harm,Rate,2019,3.829905126360425,5.690924598741846,2.4673169861314452
Deaths,Puerto Rico,Female,15 to 19,Self-harm,Rate,2019,0.8644823736177102,1.274310513064086,0.5737798311826396
Deaths,Puerto Rico,Male,20 to 24,Self-harm,Number,2019,11.26452664992386,15.69694921582822,7.636048354951713
Deaths,Puerto Rico,Female,20 to 24,Self-harm,Number,2019,1.4221398099563154,2.093010719299076,0.9212271052644574
Deaths,Puerto Rico,Male,20 to 24,Self-harm,Percent,2019,0.05118789055272592,0.06756313937806038,0.03800766485287769
Deaths,Puerto Rico,Female,20 to 24,Self-harm,Percent,2019,0.039454576340150684,0.05238791679686384,0.028617797296815354
